,shift2
0,-0.14015387983828195
1,-0.3785728737625119
2,-0.02993821552695669
3,-0.30665365517633714
4,-0.7028223822979287
5,-0.2091115027285299
6,-0.3602802075293267
7,-0.22854948881837017
8,-0.6273747426953276
9,-0.6926848845921549
10,-0.45163804107693317
11,-0.1248745280074985
12,-0.40244146121165547
13,-0.7538954591290257
14,-0.30380895672142544
15,-0.5373249477511761
16,-0.6116818255725607
17,-0.5108391638464629
18,-0.6561119509448334
19,-0.4929702094113785
20,-0.6430018609520752
21,-0.41311586347370766
22,-0.5141155812280969
23,-0.8367031098781367
24,-0.522078775395871
25,-0.12140451594756771
26,-0.3389922781575097
27,-0.6776793709945325
28,0.17802396537305168
29,-0.17101764678459816
30,-0.26198297962604855
31,-0.2979722068006622
32,-0.6386590691293023
33,-0.32492274495717116
34,-0.6061357324253681
35,-0.24542909796139814
36,-0.2629417264272533
37,-0.28308431772424886
38,-0.4931899169142293
39,-0.40634398322532805
40,-0.4060682166453052
41,-0.28788983199140705
42,-0.5453921204989738
43,-0.21961154260998583
44,-0.48545058151202297
45,-0.8775065089064451
46,-0.37015663808548266
47,-0.5457591043105793
48,-0.6049397913706025
49,-0.3667165528105031
50,-0.32719354683883006
51,-0.5561407709447546
52,-0.44174748716960804
53,0.019231306605052196
54,-0.24399538171550555
55,-0.5344355074142068
56,-0.48737463871901104
57,-0.6453803464275105
58,-0.09484785275472495
59,-0.31098484840934676
60,0.06059335350685792
61,-0.4779498764111431
62,-0.3759102042193423
63,-0.3378784604886781
64,-0.3682704322363385
65,-0.3914088420551873
66,-0.3590559323830967
67,-0.26875374287047327
68,-0.6141760240792469
69,-0.1553506957876043
70,-0.3176393127069768
71,-0.5752012467220745
72,-0.33697762991975366
73,-0.11339440878895055
74,-0.21347323761548864
75,-0.2927886112917893
76,-0.40469634161249796
77,-0.2798686962998269
78,-0.23206298222615088
79,-0.367371712528886
80,-0.013562138975527903
81,-0.3446150082686654
82,-0.5958525579563284
83,-0.33508760265456106
84,-0.27993277376150727
85,-0.7482060253699803
86,-0.3229062675710207
87,-0.061973392845736365
88,-0.8345750521379893
89,-0.5246863125712045
90,-0.8374464813242819
91,-0.7316694689723947
92,-0.3761890853941343
93,-0.38202204887920016
94,-0.31552103020883265
95,-0.6303364683719751
96,-0.43976273138169286
97,-0.4480116335544067
98,-0.534033887396278
99,-0.06562711672501753
100,-0.5518027204709663
101,-0.6158670783242494
102,0.028527765283339494
103,-0.468644282202966
104,-0.41276170902066056
105,-0.49617262226436254
106,-0.37763471645513386
107,-0.26344174928917663
108,-0.48306177144972
109,-0.5653258501935657
110,-0.712789079324233
111,-0.47951085911669555
112,-0.48838526167826973
113,-0.5840090634022939
114,-0.2010264991083732
115,-0.5136285136955798
116,-0.4185867137033779
117,-0.14457343169674525
118,-0.30037645675419455
119,-0.6196259795678901
120,-0.1457845776632133
121,-0.4782023909863782
122,-0.45298731939140413
123,-0.1506797745902931
124,-0.3906194867829115
125,-0.4972760516339316
126,-0.47240583923605883
127,-0.5482939034674728
128,-0.45873529413383757
129,-0.6493552806317505
130,-0.5740008907896246
131,-0.3625464232668308
132,-0.5550251300418155
133,-0.414098830632199
134,-0.29653304210743225
135,-0.7403077988433331
136,-0.8218057137620465
137,-0.5480612979301174
138,-0.3743072551173353
139,-0.49295949821721635
140,-0.14586316400253277
141,-0.7926371983995292
142,-0.07716603005644422
143,-0.6360913836370655
144,-0.45568227784954357
145,-0.6618171542732452
146,-0.7311391479684973
147,-0.20262031443482287
148,-0.4179000868507371
149,-0.6875533378049595
150,-0.5850349233177164
151,-0.5635928216178615
152,-0.6665199972224846
153,-0.658008267477531
154,-0.36353248249445835
155,-0.42540252624694846
156,-0.18733870019412854
157,-0.08996911622277469
158,-0.4020819767905077
159,-0.4377145248596731
160,-0.2095618015637909
161,-0.6041437533698156
162,-0.3466872040033567
163,-0.44862415857261345
164,-0.4520638379985582
165,-0.4903038390105449
166,-0.5147903758936054
167,-0.26166621945901164
168,-0.28906836724039986
169,0.18007030457530326
170,-0.6278477292674859
171,-0.653852330619251
172,-0.6538293270043588
173,-0.698937015261743
174,-0.06255382056909155
175,-0.3764967853653227
176,-0.3246645657022104
177,-0.4470817822719601
178,-0.7259501198283274
179,-0.1602469068820087
180,-0.6555546628271067
181,-0.09607591937201675
182,-0.9401984486241343
183,-0.2374508767578178
184,-0.6721685803059222
185,-0.5249918141596647
186,-0.2653520890349389
187,-0.6412757685353992
188,-0.4600592775295235
189,-0.4865278421412879
190,-0.33204342175206625
191,-0.5901772331204751
192,-0.5498546189652814
193,-0.5903965385749064
194,-0.5767836573031356
195,-0.7723903042508102
196,-0.08835838344696292
197,-0.5975285780847909
198,-0.4229194414553823
199,-0.6797278182269849
200,-0.1051257131305746
201,-0.5506608713887327
202,-0.4356249476001142
203,-0.47201406135546686
204,-0.17700187972191483
205,-0.6350430412782851
206,-0.08971702629631959
207,-0.5246012333014036
208,-0.5668612175555611
209,-0.8221545192247809
210,-0.2716173145731516
211,-0.4316756631361408
212,-0.20087744779319236
213,-0.5519841392685262
214,-0.44152073057207136
215,-0.5927363005996739
216,-0.2852926725129404
217,-0.28597325252371436
218,-0.4374287631888662
219,-0.5620805432664635
220,-0.4479826266444913
221,-0.6897597093971116
222,-0.43021171871631597
223,-0.7192861578995622
224,-0.5470691937887188
225,-0.7247359178165876
226,-0.6051546864779854
227,-0.40965328513480276
228,-0.7541186427572333
229,-0.4380405239132761
230,-0.3487056047454844
231,-0.18178551473818028
232,-0.2761976427143971
233,-0.5792313781327749
234,-0.27341810777219416
235,-0.1699004900538309
236,-0.14032064824520846
237,-0.3303866351293208
238,-0.22002660747663114
239,-0.6365990115233389
240,-0.4686572497672949
241,-0.8254149550611546
242,-0.3546484824255145
243,-0.5583954816702716
244,-0.13432065212174857
245,-0.5641276758063145
246,-0.3927636432665564
247,-0.33235622978756846
248,-0.5595972673461272
249,-0.6768948365624401
250,-0.4420877339821978
251,-0.31484926460607693
252,-0.47968949773475267
253,-0.32030381549299136
254,-0.753433514768832
255,-0.4479046636580818
256,-0.5465059010439598
257,-0.3289720952202971
258,-0.4987531742329363
259,-0.08862313708742171
260,-0.514003323076237
261,-0.3092608336677883
262,-0.6100340251572507
263,-0.23420209184407553
264,-0.5488056181586969
265,-0.3676839161347215
266,-0.8174789324264221
267,-0.4723158704463902
268,-0.7588021883905621
269,-0.45724601492547945
270,-0.4955226406745219
271,-0.7388337180200334
272,-0.8686816097121586
273,-0.25352078760323876
274,-0.4587665304463811
275,-0.6736893592308824
276,-0.7030763860745392
277,-0.2495315821811409
278,-0.4899967408288579
279,-0.4025590153006984
280,-0.7024213459447862
281,-0.29893932084947805
282,-0.4638180705897642
283,-1.0723165693463894
284,-0.21465844167072676
285,-0.021202456777016827
286,-0.27874594406509945
287,-0.6202146127126229
288,-0.4979417365084633
289,-0.26279552673541906
290,-0.42665843997357267
291,-0.39225018317915955
292,-0.6808899035027066
293,-0.5248945148560336
294,-0.5495072030168442
295,-0.4200296778114985
296,-0.7068431732157503
297,-0.5029107109393234
298,-0.37568193423896035
299,-0.38768129353581005
300,-0.457823327869355
301,-0.5986404504612073
302,-0.25922945531263747
303,-0.6098122454438593
304,-0.27630056975567274
305,-0.6075741956957098
306,-0.36470959358217636
307,-0.7431275382363002
308,-0.7821813120567461
309,-0.5819575528560229
310,-0.754514832890097
311,-0.6465263415816742
312,-0.4247481443313724
313,-0.2608034877354644
314,-0.4474765806037343
315,-0.44005335415063274
316,-0.35664134920416385
317,-0.8333724074234244
318,-0.4508509473840077
319,-0.6664740250403764
320,-0.39131660167892146
321,-0.7789673897380557
322,-0.5208226688493084
323,-0.8400761730980446
324,-0.4065885986921308
325,-0.7441952130213866
326,-0.7009412681194715
327,-0.37266422509936914
328,-0.5206059057377894
329,-0.2829103947947718
330,-0.5919192668763341
331,-0.5881129706327065
332,-0.39740008449145
333,-0.30002653041921407
334,-0.6863190531676476
335,-0.5165591251389107
336,-0.3416158795827566
337,-0.46711578384355207
338,-0.07429836082725116
339,-0.6037128735746649
340,0.1409580553725084
341,-0.4741168343828456
342,-0.6377313464161033
343,-0.5580776943877371
344,-0.3996887628555272
345,-0.5102177689781277
346,-0.29841834953800356
347,-0.4008200236688588
348,-0.501599747446411
349,-0.3548663014386527
350,-0.2827532967417024
351,-0.2903819726681218
352,-0.36023908084923745
353,-0.07950984690657178
354,-0.04972556192547374
355,-0.43803919922091367
356,-0.8236228720943995
357,-0.19954802962215837
358,-0.42848393240681487
359,-0.14032417048647453
360,-0.7275983247379386
361,-0.5279859323181807
362,-0.15931767700108848
363,-0.3979109878032115
364,-0.3837174349981096
365,-0.24818806744521604
366,-0.4198231865467528
367,-0.26079715212074
368,-0.39948194722915076
369,-0.29546553869940567
370,-0.5482787773146577
371,-0.43063443915121663
372,-0.4506866209671006
373,-0.6457606250076593
374,-0.3914453929264404
375,-0.17080209835913943
376,-0.39712833318835583
377,-0.39428525184988683
378,-0.35733198881225003
379,-0.6444288071886242
380,-0.08827872170397105
381,-0.2018398516923679
382,-0.2286013383769208
383,-0.46857517140739163
384,-0.5815880218327953
385,-0.20334661286046207
386,-0.6389251718331773
387,-0.08023734400216939
388,-0.1402138328972504
389,-0.8145154291968081
390,-0.41567400014841077
391,-0.3317941627311659
392,-0.2649508178899342
393,-0.23330965524120198
394,-0.6147955088403608
395,-0.1458985019068549
396,-0.7596250483274252
397,-0.3673741781482078
398,-0.23452623885083643
399,-0.5943764158973044
400,-0.37395657656013304
401,-0.4646920213540807
402,-0.6261453185882851
403,-0.35623563916550255
404,-0.5270020412351775
405,-0.3213304786485308
406,-0.31042254218545784
407,-0.5892353869998026
408,-0.4127205425148182
409,-0.7093853881639373
410,-0.714029262236667
411,-0.18308011428527468
412,-0.07093398608208461
413,-0.8673853769195019
414,-0.46315784112936714
415,-0.44206641297833305
416,-0.3229583720496131
417,-0.4873503344377546
418,-0.45294393472732103
419,-0.5030550034670788
420,-0.29694528872009784
421,-0.5793687315121095
422,-0.2681491938855241
423,-0.39435463231262724
424,-0.4145556080642098
425,-0.7746276353180259
426,-0.5954425005623154
427,-0.3707475296687291
428,-0.8003919250752872
429,-0.7706621606727944
430,-0.586921341524358
431,0.10464322663211349
432,-0.28017168581187124
433,-0.4140456705878303
434,-0.48809476229772314
435,-0.515191403371377
436,-0.2461893607326444
437,-1.0416697701274074
438,-0.5968784476676888
439,-0.4138332457098909
440,-0.2545346292848872
441,-0.3991185243322521
442,-0.4222274700526729
443,-0.1808871506427816
444,-0.3020804574830858
445,-0.7416630923300274
446,-0.46953240768116866
447,-0.9191320033544113
448,-0.6388870319311577
449,-0.14217891470446012
450,-0.5018760869987553
451,-0.7895479920125749
452,-0.16230128527169935
453,-0.6243157799924224
454,-0.4114228970937826
455,-0.4477483017020597
456,-0.5362064302866156
457,-0.45973600661919
458,-0.6021467288206893
459,-0.6279778921921907
460,-0.283056844213114
461,0.19986655947276327
462,-0.855944701484877
463,-0.4578609556473215
464,-0.9985589356236522
465,-0.31634498228506885
466,-0.394060690864061
467,-0.5254749294170249
468,-0.6322168761316783
469,-0.19909873034009862
470,-0.820618715720003
471,-0.7428475922514479
472,-0.545654833253459
473,-0.528223547859107
474,-0.45006352299132435
475,-0.2724259720867003
476,-0.6376416019869264
477,-0.12076423489930645
478,-0.5636130339248794
479,-0.5393104998835665
480,-0.5917867126601773
481,-0.4851752974544095
482,-0.4467102227481534
483,-0.4130529536923221
484,-0.4593187805612868
485,-0.37331037142159773
486,-0.4772355927272496
487,-0.8423444079620365
488,-0.2502568179552003
489,-0.7120611880039281
490,-0.4206112740028196
491,-0.7818565119238461
492,-0.46640248216003544
493,-0.7640476985381297
494,-0.43858234033849025
495,-0.1543016414397244
496,-0.4677436621452062
497,-0.4954589728218863
498,-0.03404826156221567
499,-0.8740102867235018
500,-0.5508422169892652
501,-0.21402223670728865
502,-0.04002318127367989
503,-0.6983478649521461
504,-0.03787590279258294
505,-0.4583492295487762
506,-0.7000703849475968
507,-0.6208091598857897
508,-0.27661629513870095
509,-0.39334290380671094
510,-0.5531763242965955
511,-0.49949065158754874
512,-0.38546299566916425
513,-0.8022108399128856
514,-0.10787193024203821
515,-0.412444173800869
516,-0.5440994998636485
517,-0.35355099837436355
518,-0.6806896081490079
519,-0.5132172335709011
520,-0.4532970114969753
521,-0.5949232517727959
522,-0.771470611647218
523,-0.6907930317487319
524,-0.6911985285299755
525,-0.1533995512910929
526,-0.15815905809376604
527,-0.42306276664443027
528,-0.30951286474145484
529,-0.3058977501566512
530,-0.4916670969689379
531,-0.23755546806309655
