,shift1
2446,0.7701885231488721
2447,1.02059256062094
2448,0.8853790657976327
2449,0.20193104545056295
2450,0.6694036269544708
2451,0.7793587029933305
2452,0.41502145133513085
2453,0.7557886074469903
2454,0.7450851524570553
2455,0.605644900763613
2456,0.8097656765362394
2457,0.8357742390461116
2458,0.9214156421860387
2459,0.7456386810799858
2460,0.5506090573382368
2461,0.13076058055476744
2462,0.9027869576134213
2463,0.8401952934943849
2464,1.0883637979111416
2465,0.8555922172793051
2466,0.5431120330002662
2467,0.7047336057809095
2468,0.7036722852533106
2469,0.5431796626451125
2470,0.8304792308037023
2471,0.7936668429302497
2472,0.7299987368192038
2473,0.611117933373671
2474,0.6093425097217396
2475,0.46470882633702865
2476,1.0288224063464975
2477,0.4509427378461328
2478,0.87781791957066
2479,0.8032344769809925
2480,0.7849716845785015
2481,0.8052493583526047
2482,0.7376437593313661
2483,0.707368360295886
2484,0.7655419254451716
2485,0.5738043314170342
2486,0.6041498630480074
2487,0.9344859740924861
2488,0.5677054454424633
2489,0.8703906243117955
2490,0.6619903634913116
2491,1.1179575951893512
2492,0.44660489525680863
2493,1.0420595174690346
2494,0.7034152962105632
2495,0.4400585535943059
2496,0.7051353463131742
2497,0.8334019385252459
2498,0.38106946091037147
2499,1.0428848288911217
2500,0.7797547961733322
2501,0.5256997653808672
2502,0.4608943980499052
2503,0.7171438410561247
2504,0.33246478259058726
2505,0.6482541311026088
2506,0.8565064486904134
2507,0.8853999858589935
2508,0.4103827258845998
2509,0.7953038544051553
2510,0.7328763490481647
2511,0.7615108936324829
2512,0.8270471087287554
2513,1.0522741339948611
2514,0.2735146304650721
2515,0.6586090863486941
2516,0.7057373708368485
2517,0.6236479770250531
2518,0.6767680291617206
2519,0.5915789470725815
2520,0.6893118071369758
2521,0.8529088328798795
2522,0.8352929382414754
2523,0.9873845501403183
2524,1.0142045437869898
2525,0.4596130837679234
2526,0.5559968369353333
2527,0.6866319698928216
2528,0.6548983479340247
2529,0.5244501982298424
2530,0.5043453768052935
2531,0.643247494251143
2532,0.61589730654467
2533,0.4715771209631051
2534,0.5032138273560166
2535,0.9411960159854865
2536,0.5841018564348097
2537,1.0020902536909286
2538,0.5021908055563152
2539,0.7224776178578762
2540,0.6938750665289461
2541,0.9013107667146989
2542,0.5367199946559554
2543,0.3049288282595572
2544,0.6372651058969627
2545,0.43317939946550416
2546,0.1193773458405894
2547,0.3939935932564481
2548,1.0607625307292186
2549,0.4303614121633293
2550,0.3568567687189617
2551,0.4642824153169389
2552,0.26471074296917774
2553,0.7660679589126125
2554,0.5181301201279299
2555,0.6796351432320663
2556,0.344922023980508
2557,0.6193994088951141
2558,0.7080110521141005
2559,0.31576514749296486
2560,0.4687973794164323
2561,0.3563575981091417
2562,0.6183122916368357
2563,0.6193247849372813
2564,0.796905919809173
2565,0.6882477351213777
2566,0.9308110975227809
2567,0.9311631802892391
2568,0.6999971504796584
2569,0.9098522141506604
2570,0.6488952382126759
2571,0.6803699578854803
2572,1.0717186028248131
2573,0.9192326334604967
2574,0.6710071605760438
2575,1.048179563632984
2576,0.6541822306170342
2577,0.5535380622925538
2578,0.5653529774296602
2579,0.9578343289143505
2580,0.33979861535628675
2581,0.7913485141919117
2582,0.8462523724702173
2583,1.0408244379074172
2584,0.4399742773969595
2585,0.5856102930802383
2586,0.7018390861343425
2587,0.7309839038295529
2588,0.7810524928681507
2589,0.6727482884092809
2590,0.7844602906542795
2591,0.5985844015630122
2592,0.8415394662121253
2593,0.18042530560661185
2594,0.9432323723209237
2595,0.6458675005235925
2596,0.31459905041135017
2597,0.9655526335934046
2598,0.7153759959869436
2599,0.37144863136456374
2600,0.711618029557846
2601,0.23494585352023828
2602,0.6819657930885369
2603,0.5461921972959857
2604,0.7865140528699177
2605,0.6436087904682107
2606,0.49464832456044455
2607,0.7031021898066583
2608,0.7059003432233363
2609,0.5194334610122794
2610,0.6809305485398556
2611,0.634179588308057
2612,0.5380454014889845
2613,0.49192218622578415
2614,0.6947883389747926
2615,0.9621558010611607
2616,0.7076253640217336
2617,0.6425872611618505
2618,0.8756945811867738
2619,0.6753846585208848
2620,0.6173509560738971
2621,0.7075195334091113
2622,0.7351996871066124
2623,0.857811412971374
2624,0.6165256866218783
2625,0.5755531458876044
2626,0.6932283733213859
2627,0.2850370962912817
2628,0.5190523949418425
2629,0.6654124973929123
2630,0.43028827519697255
2631,0.6458189092223
2632,0.7899880917809299
2633,0.463549527871124
2634,0.39424460406180234
2635,0.8516102428288401
2636,0.8134314989687476
2637,1.0565775960515607
2638,0.8448159806542656
2639,0.6619830982871032
2640,0.6954569992804458
2641,0.7103158086352581
2642,0.9633354761631211
2643,0.6616864970384837
2644,0.31010943040150507
2645,0.6618837778290277
2646,0.638668915154522
2647,0.8462218937836835
2648,0.9566638128928763
2649,0.8886073525998681
2650,0.617346720624708
2651,0.7477012115475984
2652,0.9085363181477404
2653,0.3469983117877281
2654,0.5709263691525094
2655,0.5221051344034748
2656,0.37331006895130936
2657,0.35658342921563124
2658,0.6455937757389132
2659,0.4674666468406129
2660,0.4701769150153807
2661,0.5825451743932442
2662,0.57452435309333
2663,0.5696158184995284
2664,0.5821813762803626
2665,0.7155202324423109
2666,0.778642575607527
2667,0.7546166732345069
2668,0.5953016422362889
2669,0.7607452443062062
2670,0.5984741952712379
2671,0.7359010562292359
2672,0.7741047200804733
2673,0.6448713674718313
2674,0.7689559530683786
2675,0.4102902770217584
2676,0.6464358282572262
2677,0.7797996409584802
2678,0.8449072188133081
2679,0.6871354314513912
2680,0.3415613594234761
2681,0.6885289890574311
2682,0.6955346027166142
2683,1.141229815156151
2684,0.3901502810421768
2685,0.8076528883862282
2686,0.49836952650930993
2687,0.682540512248429
2688,0.27413460120297123
2689,0.5739695596760118
2690,0.7492752459490678
2691,0.7818259935945697
2692,0.8118101600889216
2693,0.6661847675045663
2694,0.7970710511361465
2695,0.37425938488786686
2696,0.8504754414660648
2697,0.8892991546223696
2698,0.8426393352020846
2699,0.6079280479200493
2700,0.7578272413945503
2701,0.9584420132016247
2702,0.8271482985908558
2703,0.6889154066720836
2704,0.9982006746422539
2705,0.7510289328131563
2706,0.7692123548104527
2707,0.5306776769992856
2708,0.8109856467751436
2709,0.7809164985284305
2710,0.9165166336262229
2711,0.6131490086280861
2712,0.5693019545873165
2713,0.6767924922260813
2714,0.5781924707816325
2715,0.5343422257014465
2716,0.3664983378929319
2717,0.5202523429650325
2718,0.6497347449605896
2719,0.37458331202321643
2720,0.48143126717661094
2721,0.2873034011779332
2722,0.3888123217072204
2723,0.4552096687767979
2724,0.3204210705116094
2725,0.7454701512008038
2726,0.4974364705414375
2727,0.625763206339742
2728,0.5484291891014946
2729,0.618419947185248
2730,1.2671486499094815
2731,0.8679790458750194
2732,0.24374711496470874
2733,0.9082619704623527
2734,0.6686584865199411
2735,0.5731627111156866
2736,0.6317352969995677
2737,0.6355705002865392
2738,0.4066972237239085
2739,0.529675022764984
2740,0.901430148301769
2741,0.279237932824594
2742,0.7629725153299316
2743,0.5533391168249474
2744,1.075290871570505
2745,0.3580720395247869
2746,0.7227053547105002
2747,0.5540328512008913
2748,0.7572668969947993
2749,0.7932806125008369
2750,0.5747642002951459
2751,0.8938233635296485
2752,0.4754452547363712
2753,0.9462863122502628
2754,0.5828169986916742
2755,0.1433468046165714
2756,0.4765427481285155
2757,0.8252326891268382
2758,0.46735637157195725
2759,0.815912880552467
2760,0.5176087951771817
2761,0.32122973010718714
2762,0.48408618795267744
2763,0.8736119383358077
2764,0.4973355317455035
2765,0.6168894876382542
2766,0.6393235565174328
2767,0.20847646793050117
2768,0.44905149947999756
2769,0.8072456959339455
2770,0.6270881090582159
2771,0.5170682583727534
2772,0.725084759434798
2773,0.43183820518769045
2774,0.38244233103180525
2775,0.8198441971961322
2776,0.5182813462334698
2777,0.9722239208440986
2778,0.6753498873216279
2779,0.7693990058133866
2780,0.5768879532152663
2781,0.3270681753173439
2782,0.37466944902028915
2783,0.8332713537504995
2784,1.1299208053758418
2785,0.621467336943985
2786,0.7487496277811162
2787,0.6448397534141116
2788,0.9450317695682381
2789,0.9628367299435264
2790,0.5813509081979291
2791,0.24018361484064377
2792,0.4589599528076077
2793,0.5378810742212196
2794,0.598323124341516
2795,1.0814127038527446
2796,0.42872323565874026
2797,0.46880985831556965
2798,0.6546241861962251
2799,0.6291900105120003
2800,0.7230469533817039
2801,0.5224724235284721
2802,0.7704826755608509
2803,0.823952515759102
2804,0.7050804987413116
2805,0.653777146752198
2806,0.6734019921500397
2807,0.7093004603311278
2808,0.9596318286675098
2809,0.7729004285018449
2810,0.903300082596641
2811,0.8150504268052254
2812,0.5138780786779785
2813,0.9180090703921238
2814,0.7029799106830719
2815,0.6784851227719352
2816,0.6927340781164794
2817,0.7710894979290701
2818,0.7724647627487311
2819,0.45471319292154316
2820,0.5472675394086924
2821,0.845205525627713
2822,0.7835156577789133
2823,0.6301092944612452
2824,0.4953930046612029
2825,0.25766013166872415
2826,0.7679985525007792
2827,0.5181433282855636
2828,0.47188965402107214
2829,0.6835677178977531
2830,0.7600268696675325
2831,0.7321775890245337
2832,0.5947963475789952
2833,0.7436775244645932
2834,0.9199576807226226
2835,0.6378143290036901
2836,0.8610419746852107
2837,0.27386853526901467
2838,0.5101862581639796
2839,0.6720491543464815
2840,0.6902934050778148
2841,0.5323975311549773
2842,0.3203654657939744
2843,0.5599084682976558
2844,0.25497862263464227
2845,0.736062192413992
2846,0.4690225032613556
2847,0.7293335369279589
2848,0.823007392497511
2849,0.9188173059521202
2850,0.8332641720400067
2851,0.6539510109416143
2852,0.6771202365348347
2853,0.8026968354211791
2854,0.4791709454009702
2855,0.6172877919118076
2856,0.9659355731559429
2857,0.736679149446322
2858,1.0195530766456964
2859,0.6428395169974921
2860,0.6405458878793671
2861,0.6371217147223593
2862,0.6698514605235389
2863,0.7149155466233661
2864,0.5097108965723893
2865,0.8183659062567218
2866,0.43618268265868587
2867,0.84336086103198
2868,0.3619379825420335
2869,0.47425073752361596
2870,0.6302278530252374
2871,0.5108319386882936
2872,0.7478742307095863
2873,0.8262219632636417
2874,0.9849495342913512
2875,0.08750545388900081
2876,0.6778713273172925
2877,0.7139293504711584
2878,0.554739361144933
2879,0.8297823260922645
2880,1.0106338629485119
2881,0.6363852196237897
2882,0.5630710369149067
2883,0.5281086450407172
2884,0.37188025375804945
2885,1.0451275440248629
2886,0.47414703134798225
2887,1.0049673789729288
2888,0.6672826246355082
2889,0.5234563155068825
2890,0.6246051299930567
2891,0.6853590024517108
2892,0.6261727990973183
2893,0.8660644612025715
2894,0.6591157840700078
2895,0.763633932767424
2896,0.7520652783827657
2897,0.7555996270340345
2898,0.6226940801504234
2899,0.4077389083497804
2900,0.6965226106973893
2901,0.7952885480812414
2902,0.31000107168617885
2903,0.8409137346718584
2904,0.8920233123656824
2905,0.8597596257599999
2906,0.8728037536556397
2907,0.6984761983693212
2908,0.8130524037105491
2909,0.4875698795370375
2910,0.5420195359370109
2911,0.6223630975401254
2912,0.801844165208774
2913,0.6446479639473235
2914,0.643927314560008
2915,0.8919922134802327
2916,0.34729049385850647
2917,0.5256786119679748
2918,0.23354082738688034
2919,0.8760380362885045
2920,0.44494413044287906
2921,0.6622605762441104
2922,0.7746904996804149
2923,0.8019752077832318
2924,0.7844307810749257
2925,0.7868491500926741
2926,0.7899197582757908
2927,0.7237550700978198
2928,0.4832575671226553
2929,0.6640902049164193
2930,0.7261362461783759
2931,0.7105027085941379
2932,0.6545775836714967
2933,0.8285207646404166
2934,0.6295013164313912
2935,0.7955759770881272
2936,0.39215223185693954
2937,0.5119462290733141
2938,0.7507377306251077
2939,0.4658285401088523
2940,0.5088996018287396
2941,0.7864912281330554
2942,0.5684516090736529
2943,0.8324514062150044
2944,0.2924121002306401
2945,0.6972516884245191
2946,0.7735247574824023
2947,0.9811126682200814
2948,0.3700568743400829
2949,0.45108901248315675
2950,0.5340206855902823
2951,0.7705218332362415
2952,0.9760594352064221
2953,0.6650877346918659
2954,0.4011351755226114
2955,0.7395464048793077
2956,0.5723087317904009
2957,0.8601626649267045
2958,0.8789014826738552
2959,0.6624471615632496
2960,0.9400012401307116
2961,0.7280433897532409
2962,0.9475041359521729
2963,0.8155769143052854
2964,0.7765032935677035
2965,0.34158341056464236
2966,0.6938156359572739
2967,0.7235081088629274
2968,0.6541365587981767
2969,0.5961073268120551
2970,0.946048216323284
2971,1.1102911836397589
2972,0.6258222762860529
2973,0.8798815616749299
2974,1.0699969759500496
2975,1.1971433308441066
2976,0.6844366665273508
2977,0.6466560587160846
2978,0.4611251743647505
2979,0.5549269683590329
2980,0.7570192350487558
2981,0.8692815395470058
2982,0.4830471926771102
2983,0.6849316217755463
2984,0.6991874972634895
2985,0.5574909734636511
2986,0.2672842682844363
2987,0.6594388914841006
2988,0.8339340681949572
2989,0.3315051483428129
2990,0.7050285701815764
2991,0.5279897584118342
2992,0.4533462141886758
2993,0.8292255899695351
2994,0.551950882421359
2995,0.4448113146446801
2996,0.7485241451767921
2997,0.5901766982232856
2998,0.825622208314568
2999,0.8050437945315813
