,index,draw,location_id,value
0,0,draw_0,159,0.2662884138528764
1,1,draw_0,163,0.28603316440769155
2,2,draw_0,166,0.20255200936310974
3,3,draw_0,179,0.10918858365202887
4,4,draw_0,214,0.23104925495664919
5,5,draw_1,159,0.27217697574692623
6,6,draw_1,163,0.28640127681947203
7,7,draw_1,166,0.20840417376748535
8,8,draw_1,179,0.11569897189315957
9,9,draw_1,214,0.258207947208216
10,10,draw_10,159,0.27557270803081346
11,11,draw_10,163,0.28725310180577046
12,12,draw_10,166,0.20541142594135106
13,13,draw_10,179,0.1098225375334118
14,14,draw_10,214,0.2430414745605751
15,15,draw_100,159,0.2771172449622787
16,16,draw_100,163,0.2955061606579735
17,17,draw_100,166,0.21132714187604953
18,18,draw_100,179,0.1215885648969726
19,19,draw_100,214,0.25601341694201063
20,20,draw_101,159,0.27219676761043937
21,21,draw_101,163,0.29610554791825755
22,22,draw_101,166,0.20618077917943553
23,23,draw_101,179,0.11224718235237607
24,24,draw_101,214,0.2567920429049284
25,25,draw_102,159,0.2718637486325003
26,26,draw_102,163,0.28591353010492043
27,27,draw_102,166,0.20513027591116784
28,28,draw_102,179,0.12117597199876666
29,29,draw_102,214,0.243341607046947
30,30,draw_103,159,0.28512144473430234
31,31,draw_103,163,0.2967481090963563
32,32,draw_103,166,0.20877089194252899
33,33,draw_103,179,0.12191791174555633
34,34,draw_103,214,0.241364167181737
35,35,draw_104,159,0.27799316515734657
36,36,draw_104,163,0.29592894668333247
37,37,draw_104,166,0.21120101310410516
38,38,draw_104,179,0.1253873585923641
39,39,draw_104,214,0.2560562997964615
40,40,draw_105,159,0.2705523230815552
41,41,draw_105,163,0.2883937559584018
42,42,draw_105,166,0.2137761591659246
43,43,draw_105,179,0.10916682952525039
44,44,draw_105,214,0.2592520166245154
45,45,draw_106,159,0.27837372304558633
46,46,draw_106,163,0.2931532406790611
47,47,draw_106,166,0.2084042077832842
48,48,draw_106,179,0.12447931955274932
49,49,draw_106,214,0.2508353101509282
50,50,draw_107,159,0.2709026337172563
51,51,draw_107,163,0.2889550119924751
52,52,draw_107,166,0.20593763367233772
53,53,draw_107,179,0.11909303035505245
54,54,draw_107,214,0.25090598768290473
55,55,draw_108,159,0.27310637084257533
56,56,draw_108,163,0.28892341206382804
57,57,draw_108,166,0.21201546531559431
58,58,draw_108,179,0.11192971123316474
59,59,draw_108,214,0.23880418578988957
60,60,draw_109,159,0.2795806890013313
61,61,draw_109,163,0.29147883289257653
62,62,draw_109,166,0.20961854369068442
63,63,draw_109,179,0.11902943536125128
64,64,draw_109,214,0.2762966107184479
65,65,draw_11,159,0.28086854049347953
66,66,draw_11,163,0.29323788320661426
67,67,draw_11,166,0.20989451763362335
68,68,draw_11,179,0.11160771482969369
69,69,draw_11,214,0.24683363273887016
70,70,draw_110,159,0.2728477975108347
71,71,draw_110,163,0.2892513103209593
72,72,draw_110,166,0.21091216524597037
73,73,draw_110,179,0.12412238592826601
74,74,draw_110,214,0.2608435363303247
75,75,draw_111,159,0.27766923533126553
76,76,draw_111,163,0.2968958320638102
77,77,draw_111,166,0.2088837996642135
78,78,draw_111,179,0.11375756632882693
79,79,draw_111,214,0.2608140734813022
80,80,draw_112,159,0.26987565010019393
81,81,draw_112,163,0.29075981569767634
82,82,draw_112,166,0.2063922218868596
83,83,draw_112,179,0.1099194576252317
84,84,draw_112,214,0.24741053503638416
85,85,draw_113,159,0.2690459447839713
86,86,draw_113,163,0.2907843445873559
87,87,draw_113,166,0.2125867806036215
88,88,draw_113,179,0.11146245262433374
89,89,draw_113,214,0.27696647500852567
90,90,draw_114,159,0.2680561720530311
91,91,draw_114,163,0.2873724922913235
92,92,draw_114,166,0.2083417860818472
93,93,draw_114,179,0.11397731775888592
94,94,draw_114,214,0.2602192588332428
95,95,draw_115,159,0.2826624093735874
96,96,draw_115,163,0.29536287600425853
97,97,draw_115,166,0.20726927565658929
98,98,draw_115,179,0.10627234708425909
99,99,draw_115,214,0.256356747108733
100,100,draw_116,159,0.27850193504748266
101,101,draw_116,163,0.2957195611216367
102,102,draw_116,166,0.21045403562743045
103,103,draw_116,179,0.11468626533279085
104,104,draw_116,214,0.2739694683507171
105,105,draw_117,159,0.2772952602735609
106,106,draw_117,163,0.29384988335815965
107,107,draw_117,166,0.2065822160583988
108,108,draw_117,179,0.11947659098659208
109,109,draw_117,214,0.2415401174673396
110,110,draw_118,159,0.2739376749328308
111,111,draw_118,163,0.29250584340206737
112,112,draw_118,166,0.20946562881194547
113,113,draw_118,179,0.11606981614153651
114,114,draw_118,214,0.2454599115675193
115,115,draw_119,159,0.27058985207681585
116,116,draw_119,163,0.2899307510175007
117,117,draw_119,166,0.20775265041095023
118,118,draw_119,179,0.11653023969573437
119,119,draw_119,214,0.24939770716776136
120,120,draw_12,159,0.27136175373300403
121,121,draw_12,163,0.2898016941833355
122,122,draw_12,166,0.2049854798615833
123,123,draw_12,179,0.1200872394011586
124,124,draw_12,214,0.2464053976970382
125,125,draw_120,159,0.2686161036811837
126,126,draw_120,163,0.2898179691995212
127,127,draw_120,166,0.20547673896571494
128,128,draw_120,179,0.1279165910393945
129,129,draw_120,214,0.23033257664866258
130,130,draw_121,159,0.27602327894836537
131,131,draw_121,163,0.29220086923529076
132,132,draw_121,166,0.1982674529996734
133,133,draw_121,179,0.10562945647469
134,134,draw_121,214,0.2282797722541396
135,135,draw_122,159,0.26645663122507646
136,136,draw_122,163,0.2929629608462106
137,137,draw_122,166,0.20885675961587627
138,138,draw_122,179,0.12377501720072746
139,139,draw_122,214,0.251808738288838
140,140,draw_123,159,0.2731520436957095
141,141,draw_123,163,0.2915025806074124
142,142,draw_123,166,0.20843659524372046
143,143,draw_123,179,0.10669165730398249
144,144,draw_123,214,0.2449020303590505
145,145,draw_124,159,0.28140120710384964
146,146,draw_124,163,0.2961594927184242
147,147,draw_124,166,0.20281278279399625
148,148,draw_124,179,0.11735566311470214
149,149,draw_124,214,0.245809626322985
150,150,draw_125,159,0.2716782884154261
151,151,draw_125,163,0.2916967179507448
152,152,draw_125,166,0.2078497573740317
153,153,draw_125,179,0.12059281804699176
154,154,draw_125,214,0.25396471149865074
155,155,draw_126,159,0.2697891972093339
156,156,draw_126,163,0.2893143675920409
157,157,draw_126,166,0.20713728966989237
158,158,draw_126,179,0.11188476390637839
159,159,draw_126,214,0.2567090553552222
160,160,draw_127,159,0.26844180725672634
161,161,draw_127,163,0.28648176594296654
162,162,draw_127,166,0.20679800044819507
163,163,draw_127,179,0.11331823623946229
164,164,draw_127,214,0.25826370469820104
165,165,draw_128,159,0.2698294250956418
166,166,draw_128,163,0.2841045194675169
167,167,draw_128,166,0.21061813946594155
168,168,draw_128,179,0.0991879396036076
169,169,draw_128,214,0.2524218803624822
170,170,draw_129,159,0.27412630262717963
171,171,draw_129,163,0.2951229633403535
172,172,draw_129,166,0.20888588491091548
173,173,draw_129,179,0.11070468092190272
174,174,draw_129,214,0.254555489422798
175,175,draw_13,159,0.28012006457780775
176,176,draw_13,163,0.29841968886848347
177,177,draw_13,166,0.2086466250108504
178,178,draw_13,179,0.11920204483068396
179,179,draw_13,214,0.24758472795697817
180,180,draw_130,159,0.2792316598673839
181,181,draw_130,163,0.2967654780081575
182,182,draw_130,166,0.20681910846263563
183,183,draw_130,179,0.12556271097223642
184,184,draw_130,214,0.24654008650607492
185,185,draw_131,159,0.2744934459286191
186,186,draw_131,163,0.2943722206208421
187,187,draw_131,166,0.20863950191230268
188,188,draw_131,179,0.11183633938997917
189,189,draw_131,214,0.27407021425527917
190,190,draw_132,159,0.2807048501790023
191,191,draw_132,163,0.2911288591750492
192,192,draw_132,166,0.20704620441186433
193,193,draw_132,179,0.11644973996238836
194,194,draw_132,214,0.2463159998724353
195,195,draw_133,159,0.2726417729636124
196,196,draw_133,163,0.2888047779472927
197,197,draw_133,166,0.20406737845827633
198,198,draw_133,179,0.1065678712063447
199,199,draw_133,214,0.24810436135663783
200,200,draw_134,159,0.274667113559193
201,201,draw_134,163,0.2935412445050892
202,202,draw_134,166,0.20948745075424374
203,203,draw_134,179,0.11792702762208965
204,204,draw_134,214,0.2681818679382227
205,205,draw_135,159,0.27799966874932774
206,206,draw_135,163,0.29397069911973295
207,207,draw_135,166,0.20602138461472227
208,208,draw_135,179,0.11547407398730841
209,209,draw_135,214,0.24879773167444835
210,210,draw_136,159,0.2762686185444829
211,211,draw_136,163,0.2928385527048388
212,212,draw_136,166,0.21118852117126283
213,213,draw_136,179,0.11170531426784666
214,214,draw_136,214,0.2500508056772006
215,215,draw_137,159,0.28113354641261007
216,216,draw_137,163,0.29691962442708925
217,217,draw_137,166,0.21451511389832278
218,218,draw_137,179,0.11747644813305147
219,219,draw_137,214,0.272376511133194
